id,userid,password,residence_state,high_school,high_school_name,high_school_city,high_school_state,major_1,major_2,GPA,college_class,ACT_english,ACT_math,ACT_reading,ACT_science,ACT_composite,SAT_math,SAT_EBRW,SAT_literature,SAT_US_hist,SAT_world_hist,SAT_math_I,SAT_math_II,SAT_eco_bio,SAT_mol_bio,SAT_chemistry,SAT_physics,num_AP_passed
4947,ycarpenter,DtYs0Jg9B3EzWDBq,CA,7,Stanford Online High School,Redwood City,CA,Fashion Merchandising,Financial Mathematics,3.02,2027,29,18,29,5,19,604,587,600,795,731,698,595,694,489,732,665,6
4946,brentfoster,ScwGPz5dJTQK8xHw,DC,173,St. Anselm's Abbey School,Washington,DC,"Culinary Arts and Related Services, Other",International Business/Trade/Commerce,3.09,2023,26,18,26,24,16,400,590,543,525,729,589,684,661,793,757,647,9
4945,michelle38,tuCsDttQQCO158OU5Vi,NY,170,BASIS Independent Manhattan,New York,NY,Education/Teaching of Individuals in Early Childhood Special Education Programs,"Atmospheric Sciences and Meteorology, Other",2.82,2026,21,24,25,22,28,405,439,763,587,749,626,729,651,659,799,753,3
4944,weberrussell,CjfotSaH0mpWWyxWu0,MO,29,John Burroughs School,St. Louis,MO,Community Health Services/Liaison/Counseling,Geography,3.43,2027,22,11,27,18,9,477,655,605,746,689,499,661,713,800,605,732,6
4943,blackelijah,dTyRMooFeeON7WEb1,GA,61,The Westminster Schools,Atlanta,GA,Environmental Health,Artificial Intelligence,3.37,2024,19,17,36,22,19,707,566,472,611,401,800,501,587,672,553,714,7
4942,elizabethoneill,4IOZKBy4Gykequq,NY,53,The Windsor School,Flushing,NY,Agronomy and Crop Science,Clinical Laboratory Science/Medical Technology/Technologist,4.00,2024,25,19,21,21,21,505,494,503,564,800,513,694,400,800,661,715,5
4941,elizabethanderson,0LQGVXkivPLt,IL,185,North Shore Country Day School,Winnetka,IL,Aircraft Powerplant Technology/Technician,CAD/CADD Drafting and/or Design Technology/Technician,2.80,2023,18,19,25,23,19,400,503,642,629,411,698,755,701,479,542,460,8
4940,marvinproctor,0Hq5g3hdi15laPaN,SC,120,South Carolina Governor's School for Science & Mathematics,Hartsville,SC,"Arts, Entertainment, and Media Management, General",Gerontology,2.30,2025,29,25,24,19,36,678,455,730,630,622,559,732,702,712,523,677,4
4939,reeveslaura,L6NGIIZe7s,CA,112,Woodside Priory School,Portola Valley,CA,Ecology and Evolutionary Biology,Customer Service Management,2.75,2023,21,15,24,17,16,569,563,486,621,691,717,800,541,754,800,562,2
4938,andrea10,1IxIRSviFRM,GA,66,"Gwinnett School of Mathematics, Science & Technology",Lawrenceville,GA,"Engineering, Other",Fashion/Apparel Design,2.97,2023,9,12,36,18,17,800,400,599,800,562,516,659,782,700,560,705,3
4937,rkramer,36CnyBLr72HIQxJ1cgZ,GA,167,Atlanta International School,Atlanta,GA,Digital Communication and Media/Multimedia,Geography,2.44,2023,23,23,25,33,21,510,531,719,739,584,742,639,400,684,683,503,0
4936,nschultz,8ARrOsQl,MN,162,The Blake School,Hopkins,MN,"Engineering Technology, General","Funeral Service and Mortuary Science, General",3.55,2024,16,17,16,22,22,762,516,669,703,419,594,714,784,630,677,773,3
4935,jasonlindsey,63IF9dk3a4kSNyzqa,CT,139,Greenwich Academy,Greenwich,CT,Environmental Toxicology,Foodservice Systems Administration/Management,2.68,2027,24,20,30,23,22,556,478,613,724,575,582,610,562,593,775,715,3
4934,andrewsjose,ZEEf5IkmJ15OWzKNiNIF,NJ,161,Gill St. Bernard's School,Gladstone,NJ,Elementary Education and Teaching,Ceramic Arts and Ceramics,3.18,2025,22,19,21,11,14,564,566,661,598,447,500,800,754,675,730,616,5
4933,mschwartz,HL08p7saP4FG,CA,96,San Francisco University High School,San Francisco,CA,"Health Professions and Related Clinical Sciences, Other",Biometry/Biometrics,3.22,2026,22,31,28,28,21,431,544,556,750,582,633,733,526,681,611,665,0
4932,jonesscott,CrncNyFL2pY,OH,169,Western Reserve Academy,Hudson,OH,Cognitive Psychology and Psycholinguistics,Exercise Physiology,3.44,2025,26,16,22,27,20,444,484,610,594,494,646,766,708,555,562,800,4
4931,tiffanybartlett,DzHrV1KcPn8iXUXo2,CA,113,The Quarry Lane School,Dublin,CA,"Foreign Languages, Literatures, and Linguistics, Other",CAD/CADD Drafting and/or Design Technology/Technician,3.18,2024,23,34,28,24,15,400,529,611,500,400,716,800,495,626,735,543,0
4930,angelabrady,U7B97OnN,TX,87,Greenhill School,Addison,TX,Diesel Mechanics Technology/Technician,Foreign Language Teacher Education,3.01,2025,28,21,23,25,25,485,543,763,400,606,712,677,614,661,730,570,2
4929,leonard13,m2J01Ldt,CA,178,Saratoga High School,Saratoga,CA,Dairy Science,"Business, Management, Marketing, and Related Support Services, Other",3.20,2023,17,18,29,28,8,579,583,788,660,706,400,594,568,568,724,731,6
4928,nsweeney,2ZZQnzwkbCFI,IL,69,Adlai E. Stevenson High School,Lincolnshire,IL,Keyboard Instruments,"Dietetics and Clinical Nutrition Services, Other",3.33,2023,17,20,17,20,15,671,511,648,550,675,681,538,400,685,769,604,3
4927,rileyhailey,3I9x9JMlXacUZYyVRa,TX,84,School of Science & Engineering,Dallas,TX,Entomology,Biostatistics,3.10,2025,23,15,17,23,15,491,564,657,756,709,706,626,562,746,534,703,6
4926,williamsemily,w9Wn9bxYyReTQ,CA,112,Woodside Priory School,Portola Valley,CA,Autobody/Collision and Repair Technology/Technician,Family and Community Services,2.69,2023,4,23,21,15,16,486,487,657,680,540,553,653,562,593,625,698,3
4925,lisareyes,58JgXQuD,NY,37,Dalton School,New York,NY,Forensic Science and Technology,Computer Software Engineering,3.09,2025,17,18,18,22,24,719,657,564,732,629,752,748,652,693,800,609,5
4924,candicegordon,CInnB0QY1ZtOu1,PA,153,Shady Side Academy,Pittsburgh,PA,Ethics,"Economics, General",2.89,2027,14,32,26,19,20,562,400,646,593,400,691,610,573,800,647,499,2
4923,douglasellen,eZ5YJavP17,OH,193,Laurel School,Shaker Heights,OH,Environmental Chemistry,Actuarial Science,3.62,2026,14,18,24,20,20,636,599,601,740,800,795,693,719,581,550,498,10
4922,rayautumn,9l0IfzeCEk,CT,139,Greenwich Academy,Greenwich,CT,Culinary Science/Culinology,"Hispanic-American, Puerto Rican, and Mexican-American/Chicano Studies",2.68,2024,25,20,23,17,26,522,761,505,735,638,515,669,568,603,674,727,6
4921,sshaffer,F02Q9wuR6lNykZor88g,DC,39,Georgetown Day School,Washington,DC,Agribusiness/Agricultural Business Operations,Applied Psychology,3.15,2025,34,15,20,27,20,616,559,766,607,796,709,768,684,663,695,690,3
4920,michaelowens,uHWr9Iyj,PA,163,The Episcopal Academy,Newtown Square,PA,Dietetics/Dietitian,International Business/Trade/Commerce,2.52,2024,14,16,3,10,21,639,670,621,657,747,400,620,546,625,800,515,3
4919,zcruz,y44INlXru8Yi7Xm,CA,144,Canyon Crest Academy,San Diego,CA,"Marketing/Marketing Management, General","Agricultural Public Services, Other",3.16,2027,32,20,13,23,25,589,563,516,577,526,657,639,696,638,687,682,5
4918,laurastone,4XJjGJOumz5t,TX,76,The Hockaday School,Dallas,TX,"Hispanic-American, Puerto Rican, and Mexican-American/Chicano Studies",General Literature,2.97,2023,22,28,20,22,26,441,514,581,750,651,718,734,576,581,578,800,4
4917,jbarton,zzlVyvrzF5wthfS,MA,174,Northfield Mount Hermon School,Mount Hermon,MA,International Relations and Affairs,"Crafts/Craft Design, Folk Art and Artisanry",3.05,2028,25,23,35,22,16,419,528,569,487,479,736,689,526,800,773,663,8
4916,abrandt,W4aTCW1bnwqYnYu6N,MA,117,St. Mark's School,Southborough,MA,"East Asian Languages, Literatures, and Linguistics, Other","Drama and Dramatics/Theatre Arts, General",2.82,2025,19,18,27,17,18,657,604,451,800,526,463,800,620,697,696,788,2
4915,uhale,lKSH8McGWktIyTye4nRw,NY,100,Bronx High School of Science,Bronx,NY,Biophysics,"Aeronautics/Aviation/Aerospace Science and Technology, General",3.07,2027,23,33,15,25,31,487,515,531,643,403,688,671,410,596,732,569,0
4914,anthonymendez,ylziyKowO0fH1O,IL,186,Hinsdale Central High School,Hinsdale,IL,"Computer Software and Media Applications, Other",Commercial and Advertising Art,3.40,2026,21,18,23,19,12,609,506,551,649,798,489,718,698,708,762,656,1
4913,danathompson,0Djpwn1pW3A,NJ,40,Bergen County Academies,Hackensack,NJ,Computer and Information Systems Security/Information Assurance,"Foods, Nutrition, and Wellness Studies, General",4.00,2023,26,14,18,20,15,536,400,447,701,603,800,800,640,782,549,594,5
4912,gonzalesjill,568TJn4z,CT,8,Choate Rosemary Hall,Wallingford,CT,English/Language Arts Teacher Education,Dental Hygiene/Hygienist,2.51,2024,22,18,27,26,14,526,569,768,499,645,527,553,800,695,800,725,4
4911,kennethjohnson,0vboBIhuYJI5,NY,26,EF Academy New York,Thornwood,NY,Environmental Design/Architecture,International Public Health/International Health,3.20,2027,23,25,19,18,17,567,558,701,664,552,654,768,473,734,715,517,8
4910,fjoseph,8RwctVsoihSf3pOX3,NJ,63,Union County Magnet High School,Scotch Plains,NJ,Drama and Dance Teacher Education,Crisis/Emergency/Disaster Management,3.49,2027,18,15,16,20,21,635,588,577,649,467,544,707,612,429,748,642,0
4909,joshuacantu,fTEuq69L1Pd8Qj,CA,54,Head-Royce School,Oakland,CA,"Engineering, Other",Applied Economics,2.59,2026,26,20,19,26,27,620,417,487,629,461,643,661,634,800,453,509,10
4908,alexanderhall,91hz3Ya6rTsXWRY9,DC,39,Georgetown Day School,Washington,DC,Critical Infrastructure Protection,Crisis/Emergency/Disaster Management,3.08,2027,27,15,20,17,17,657,595,568,771,639,740,708,715,770,552,670,0
4907,dwilson,PwGIcZ80G83q,TX,128,The Awty International School,Houston,TX,Archeology,Agricultural Business Technology,2.96,2023,23,25,20,30,25,737,507,712,546,650,632,400,508,751,729,701,3
4906,laurie58,gGuIkvinW9aa3SV,NY,13,Collegiate School,New York,NY,"Design and Visual Communications, General","Drama and Dramatics/Theatre Arts, General",3.08,2023,19,21,19,32,20,400,456,530,564,800,625,548,559,768,582,574,5
4905,williamslindsey,8AHpTMlGrbsVRjzb,MA,117,St. Mark's School,Southborough,MA,"Animation, Interactive Technology, Video Graphics and Special Effects",Agricultural Teacher Education,3.16,2025,18,21,24,31,20,400,462,495,670,599,632,678,574,592,612,800,5
4904,smithmichael,hw102DiC5IZnKxQ,MA,38,Groton School,Groton,MA,Liberal Arts and Sciences/Liberal Studies,Civil Engineering Technology/Technician,2.97,2027,10,20,29,13,10,585,599,589,621,730,568,800,520,489,800,591,2
4903,hmerritt,X1EdRqxj,CA,82,The Thacher School,Ojai,CA,Chinese Studies,Health Teacher Education,3.29,2025,5,21,36,24,20,400,596,737,605,712,500,639,779,695,628,641,0
4902,william83,l3R58ixleJi,CA,60,The Harker School,San Jose,CA,"Agricultural Business and Management, General","Computer Engineering, General",3.53,2024,36,25,13,21,17,505,463,567,678,400,601,628,585,592,661,477,9
4901,susanchung,8pRrySLxcom,CA,27,The Nueva School,Hillsborough,CA,Historic Preservation and Conservation,Animal Physiology,2.95,2028,16,16,15,26,21,604,400,471,659,480,427,645,479,800,602,743,7
4900,tammy92,3FXBf1Ouec6zecrVSl9,CA,93,Windward School,Los Angeles,CA,"Astronomy and Astrophysics, Other",Environmental Health,3.32,2024,21,25,17,35,17,477,746,643,548,612,520,586,631,685,767,800,4
4899,hendersonraymond,4PEF9J2WE2nlMneeXQ,NY,151,Marymount School of New York,New York,NY,Environmental Chemistry,"Hospitality Administration/Management, Other",3.06,2026,19,16,30,15,20,619,561,599,669,587,661,800,705,566,800,788,1
4898,michaelgarcia,0Lu0ybld,TX,105,Cistercian Preparatory School,Irving,TX,Fashion/Apparel Design,Exercise Physiology,2.77,2024,31,10,21,26,26,400,426,673,771,709,727,574,681,613,673,800,4
4897,lauren41,FAnSkQof0V3NGV,IL,97,Whitney M. Young Magnet High School,Chicago,IL,Biochemistry and Molecular Biology,Environmental/Environmental Health Engineering,3.10,2025,17,23,26,34,27,408,400,441,496,756,571,593,760,680,621,452,8
4896,brooksangela,tKGU08deXtW8vJHt,NJ,40,Bergen County Academies,Hackensack,NJ,"Health and Physical Education/Fitness, Other",Environmental Design/Architecture,2.64,2025,23,25,30,20,24,587,468,564,800,581,552,707,629,658,796,697,1
4895,jamesfox,3oQoy2SjE,GA,125,Pace Academy,Atlanta,GA,European Studies/Civilization,"Applied Mathematics, Other",2.63,2024,16,16,33,18,22,400,763,762,665,699,616,701,640,609,727,688,7
4894,matthewshaw,s6TZHdJ3,MD,145,Poolesville High School,Poolesville,MD,"Forestry, General",Information Technology,3.79,2026,28,19,24,20,18,611,522,512,752,660,627,634,581,692,551,624,1
4893,robert79,nxv2KCljws8udY,CA,147,The Athenian School,Danville,CA,Indian/Native American Education,Geological/Geophysical Engineering,3.30,2027,14,21,11,17,23,467,545,475,476,528,774,765,672,759,777,400,1
4892,kharper,vD11Ymr08,WA,156,Eastside Preparatory School,Kirkland,WA,Agricultural Communication/Journalism,Commercial Photography,3.13,2028,29,27,17,24,22,592,594,420,618,541,546,774,475,761,538,594,0
4891,hannahwright,4MAR8FjNiXX,TX,86,School for the Talented & Gifted,Dallas,TX,Consumer Economics,"Forestry, General",2.84,2025,35,21,31,16,7,400,602,578,683,712,645,718,551,513,573,790,1
4890,tdennis,wyVO9E35xslq9RgE4Pu,NJ,40,Bergen County Academies,Hackensack,NJ,Cell/Cellular and Molecular Biology,Acting,2.74,2028,36,18,23,6,30,518,669,467,564,673,437,800,705,558,658,654,4
4889,gabriel76,aDmNpE7a1KQ23U9o,CA,111,Lick-Wilmerding High School,San Francisco,CA,Education/Teaching of Individuals in Early Childhood Special Education Programs,Chinese Language and Literature,3.33,2027,35,13,29,18,23,470,594,558,727,726,593,792,694,600,516,661,6
4888,jonathan07,P3CEqSov2XVH5Mg,NY,59,The Spence School,New York,NY,"Economics, Other",Financial Mathematics,2.74,2023,23,22,23,29,36,596,503,650,725,747,684,607,611,795,603,731,6
4887,fbranch,EhMhJKDxD6J3SuZ7J,WA,14,Lakeside School,Seattle,WA,Elementary Education and Teaching,Epidemiology,2.39,2028,20,22,19,31,19,577,434,589,515,583,687,680,581,656,690,647,3
4886,wrivera,maMRyxil563FZw2lw,GA,66,"Gwinnett School of Mathematics, Science & Technology",Lawrenceville,GA,Engineering/Industrial Management,Child Development,2.25,2025,14,19,29,16,19,452,521,681,777,400,705,733,800,800,795,548,10
4885,hperry,OwsqdgTd6g,NY,164,The Green Vale School,Glen Head,NY,"Health Professions and Related Clinical Sciences, Other",Chinese Language and Literature,3.55,2028,22,10,29,13,26,505,599,490,679,586,800,800,723,591,704,800,2
4884,davidmiller,5x6l4buoMZ4V,NY,88,Hackley School,Tarrytown,NY,American Sign Language (ASL),Cognitive Psychology and Psycholinguistics,2.72,2026,28,34,31,21,22,400,514,532,800,610,584,662,696,799,664,777,6
4883,monicamurray,9NyI5dpmP5HDKkAgbKJQ,CA,172,Pacific Ridge School,Carlsbad,CA,"Administrative Assistant and Secretarial Science, General","Classics and Classical Languages, Literatures, and Linguistics, General",3.03,2026,18,15,14,26,24,575,573,416,630,596,596,494,694,745,527,580,1
4882,rebecca25,n2dFlQaggO1,FL,68,Pine Crest School - Fort Lauderdale,Fort Lauderdale,FL,"Chemistry, General","Marketing/Marketing Management, General",3.36,2023,24,14,5,19,19,595,400,432,800,715,651,735,614,642,592,402,5
4881,shawnsanchez,RBZPxkCd36Nh,NY,26,EF Academy New York,Thornwood,NY,Junior High/Intermediate/Middle School Education and Teaching,Automobile/Automotive Mechanics Technology/Technician,3.03,2028,21,15,15,27,18,481,605,610,694,683,800,761,710,555,699,632,1
4880,ariasandrew,z9eOEwGx6Owrc,NY,130,United Nations International School - Manhattan Campus,New York,NY,European Studies/Civilization,Asian-American Studies,3.01,2027,18,17,25,26,18,559,690,601,691,722,576,531,538,800,636,522,1
4879,qnelson,rhdQ7pTqOfI0xC,NY,170,BASIS Independent Manhattan,New York,NY,Agricultural and Extension Education Services,"Hospitality Administration/Management, Other",2.63,2024,8,17,1,18,23,487,561,641,638,501,598,707,583,675,459,726,0
4878,dpatrick,6IxTZQRktlu,NY,143,Avenues: The World School,New York,NY,"Computer and Information Sciences and Support Services, Other",Health Information/Medical Records Administration/Administrator,2.70,2027,23,23,27,18,18,454,634,602,778,642,570,749,400,713,781,744,4
4877,scole,d2sIHduc7cV5HnsD,NY,100,Bronx High School of Science,Bronx,NY,"Dietetics and Clinical Nutrition Services, Other",Biological and Physical Sciences,2.84,2024,29,15,14,28,26,563,455,617,641,786,615,634,799,634,637,639,7
4876,osmith,NboA6Ngw,NJ,77,Delbarton School,Morristown,NJ,Electromechanical Technology/Electromechanical Engineering Technology,European History,2.57,2023,18,20,17,26,19,624,565,586,721,400,622,723,698,648,720,612,7
4875,elizabeth46,pMYspiUvP6Nwt,NH,18,St. Paul's School,Concord,NH,"Health and Physical Education/Fitness, Other",Indian/Native American Education,3.46,2023,17,31,15,16,13,482,400,637,748,764,549,800,647,578,646,595,10
4874,joshua99,c6Z85LwJN3VmLT,CA,184,Oakwood School,North Hollywood,CA,"Applied Mathematics, Other","Finance, General",3.62,2023,18,20,25,29,27,601,463,500,800,692,433,671,471,567,583,523,3
4873,rodriguezjesse,OAyByDz87,NY,11,Regis High School,New York,NY,Education/Teaching of Individuals in Early Childhood Special Education Programs,German Language Teacher Education,3.11,2023,27,20,18,12,19,498,572,800,721,542,400,594,422,800,557,508,3
4872,bowerschristopher,2C2TJyFe4Npmfes5,TX,2,St. Mark's School of Texas,Dallas,TX,"Finance, General",Clinical Laboratory Science/Medical Technology/Technologist,3.20,2024,18,25,21,16,17,729,400,606,400,446,473,759,800,676,772,656,2
4871,susan80,zIziZwgGRHLaQ0Cn3A,PA,188,Westtown School,West Chester,PA,Behavioral Sciences,Computer Engineering Technology/Technician,3.00,2027,21,23,19,19,14,576,489,729,515,770,400,586,553,702,680,642,4
4870,rodney43,54CQfR4BfANH,CA,4,The College Preparatory School,Oakland,CA,European Studies/Civilization,Health Policy Analysis,2.37,2026,21,16,25,18,23,507,622,681,685,610,682,662,754,703,800,748,4
4869,dvargas,rtSiS0YG6,CT,17,The Hotchkiss School,Lakeville,CT,"Electrical, Electronic and Communications Engineering Technology/Technician",Chemical and Biomolecular Engineering,2.94,2023,17,19,25,18,28,474,538,586,640,595,690,794,591,732,472,751,8
4868,hillkevin,k6zwXwr9teXd,VA,50,Maggie Walker Governor's School,Richmond,VA,Athletic Training/Trainer,"Fine Arts and Art Studies, Other",3.09,2026,34,31,26,22,22,669,508,574,636,724,548,693,571,670,537,763,9
4867,belindasanchez,r98zBQ6EWxqRqFbqXSG,TX,124,The Kinkaid School,Houston,TX,"Crafts/Craft Design, Folk Art and Artisanry","Engineering, Other",3.30,2026,11,15,28,20,18,610,616,800,692,588,500,733,800,772,756,612,4
4866,sharoncastillo,2vE1lyQ3a1,MN,179,Mounds Park Academy,St. Paul,MN,Applied Psychology,"Atmospheric Sciences and Meteorology, Other",2.06,2028,11,14,25,12,18,400,400,700,768,490,665,700,579,578,716,523,7
4865,hjones,wKZCDNtmU1xT43GfWOC,PA,188,Westtown School,West Chester,PA,Education/Teaching of Individuals with Emotional Disturbances,Architectural Engineering Technology/Technician,2.76,2026,11,33,18,28,22,584,531,698,671,726,550,564,616,665,800,800,9
4864,jason25,JpdxDgG482r,CT,139,Greenwich Academy,Greenwich,CT,"Fiber, Textile and Weaving Arts",Fashion Merchandising,3.04,2024,19,26,15,29,21,629,575,642,559,400,526,637,594,711,571,670,10
4863,jeandean,5tgJP2pisy,NY,115,French-American School of New York,Mamaroneck,NY,American Indian/Native American Studies,Indian/Native American Education,3.25,2028,8,25,22,2,17,503,616,452,800,655,573,682,571,663,666,592,10
4862,jsmith,3XokjGC52ne0,TX,124,The Kinkaid School,Houston,TX,Culinary Science/Culinology,Curriculum and Instruction,2.86,2028,13,24,8,24,20,524,496,478,634,653,665,784,470,646,574,414,5
4861,rmeyer,3LusoAOkhcZ3,NJ,63,Union County Magnet High School,Scotch Plains,NJ,Keyboard Instruments,Cultural Studies/Critical Theory and Analysis,2.89,2028,34,14,13,29,8,497,462,586,521,546,671,723,466,618,685,727,3
4860,carolynalvarez,3jJJJLz70NzQah,NY,11,Regis High School,New York,NY,"Agricultural Public Services, Other","Family and Consumer Sciences/Human Sciences, General",3.05,2026,12,25,22,27,23,681,567,762,648,709,726,773,670,519,671,800,1
4859,johnsonerin,ZAtE5uNxws5JvL,CT,17,The Hotchkiss School,Lakeville,CT,Asian History,Elementary Education and Teaching,2.97,2024,27,22,22,22,17,606,462,526,624,507,674,694,560,644,726,593,1
4858,goodmanjustin,1DmFMOQu2fwKJij,IL,22,Illinois Mathematics and Science Academy,Aurora,IL,Animal Physiology,"History, Other",3.06,2025,36,30,26,31,16,537,479,660,758,718,632,715,675,523,491,731,9
4857,mannnicholas,l1Q3rBrGh0O1hC1nctBg,CA,144,Canyon Crest Academy,San Diego,CA,Child Development,Customer Service Management,1.65,2026,30,25,10,13,12,428,594,625,674,563,790,701,754,400,523,598,8
4856,erik59,19M5lpGZZ,CT,8,Choate Rosemary Hall,Wallingford,CT,"Engineering-Related Technologies, Other",Cultural Studies/Critical Theory and Analysis,3.36,2024,25,27,14,35,22,418,796,685,800,567,534,753,491,546,698,737,9
4855,carpentergabriel,AkR6XR4x2HS7R,NY,143,Avenues: The World School,New York,NY,Electrical and Electronics Engineering,"Aerospace, Aeronautical and Astronautical/Space Engineering",2.29,2024,20,18,14,20,23,657,715,440,690,797,714,744,671,533,571,754,1
4854,ssimpson,rn1QfuVa9,NJ,171,Donovan Catholic High School,Toms River,NJ,Education/Teaching of Individuals in Early Childhood Special Education Programs,French Language Teacher Education,2.74,2028,5,26,23,24,23,519,532,587,572,724,800,701,515,737,527,590,5
4853,william21,H3JOpBEgKdVqSASe,OR,165,Catlin Gabel School,Portland,OR,American Government and Politics (United States),Biological and Physical Sciences,3.02,2026,25,23,18,17,10,658,642,530,579,748,421,781,800,435,760,615,10
4852,adrianmorales,Of8vSFOxk8xmAXCPK,CA,75,Westridge School,Pasadena,CA,Experimental Psychology,"Communication, Journalism, and Related Programs, Other",2.69,2023,19,12,31,21,7,619,597,524,800,517,475,763,482,800,774,655,10
4851,browningangela,GX1MXL2au82n9,VA,116,The Potomac School,McLean,VA,Comparative Literature,Molecular Biology,3.66,2024,17,18,25,25,23,579,426,570,617,723,665,777,684,612,797,629,2
4850,stephanie16,aJHFTjnOs8Z,CA,56,The Bishop's School,San Diego,CA,"Geography, Other",Engineering/Industrial Management,3.16,2028,5,25,14,20,21,549,635,696,588,557,791,784,681,506,545,766,8
4849,justinmyers,0Zm1JbT9nO,AZ,121,BASIS Tucson North,Tucson,AZ,Directing and Theatrical Production,Archeology,2.63,2024,29,19,14,15,16,490,432,513,611,400,682,754,606,523,731,656,6
4848,doris36,1THFRNXy2j2ZO2u,NY,79,Williamsburg Charter High School,Brooklyn,NY,Adult and Continuing Education and Teaching,Latin Language and Literature,2.85,2023,21,19,18,26,18,479,400,785,665,455,463,736,625,609,564,658,1
4847,ellisjennifer,0r4DqhoMwd,CA,113,The Quarry Lane School,Dublin,CA,Construction Engineering,"Family and Consumer Economics and Related Services, Other",3.34,2028,1,27,26,17,19,400,563,467,800,665,800,708,576,707,669,578,1
4846,wbailey,5pPVSaH1f15uJnryp,NJ,190,Academy for Allied Health Science,Scotch Plains,NJ,"Dietetics and Clinical Nutrition Services, Other",European History,2.58,2024,22,21,26,27,7,400,507,602,522,558,422,786,800,645,644,580,1
4845,patricia05,e9jELTm2DtrzIk,CA,147,The Athenian School,Danville,CA,Education/Teaching of Individuals with Hearing Impairments Including Deafness,Kinesiology and Exercise Science,2.78,2023,23,31,15,21,19,513,539,672,800,585,752,740,670,746,605,663,4
4844,gabrielwilcox,0I4WNIsno4,NY,37,Dalton School,New York,NY,Engineering Science,Curriculum and Instruction,2.61,2025,29,16,19,25,21,400,622,660,590,627,558,676,727,544,453,800,2
4843,stanleyjames,sum0gxiCqwCF0cYCk,MA,174,Northfield Mount Hermon School,Mount Hermon,MA,"Agricultural Public Services, Other",Humanities/Humanistic Studies,3.37,2025,21,14,14,24,12,608,500,610,800,691,723,703,513,615,729,596,10
4842,jonathan18,RO9s9QUo,IL,97,Whitney M. Young Magnet High School,Chicago,IL,Development Economics and International Development,Historic Preservation and Conservation,2.82,2028,15,12,28,16,30,400,555,758,577,678,406,624,681,724,455,597,10
4841,garciadavid,1XW0VYNPdXwMw8nADb,CA,147,The Athenian School,Danville,CA,Education/Teaching of Individuals with Specific Learning Disabilities,Fine and Studio Arts Management,3.12,2026,30,18,27,16,24,571,614,662,765,596,600,730,669,687,662,669,9
4840,stephenbennett,8V2xG3k1ddmTwQRBgAfz,NY,13,Collegiate School,New York,NY,German Language and Literature,Financial Mathematics,2.85,2025,26,18,17,19,21,453,684,717,692,666,451,800,698,591,747,508,5
4839,leeeddie,aaYS9TptfD1E,NY,11,Regis High School,New York,NY,"Family Resource Management Studies, General",Environmental Studies,2.90,2023,10,28,14,20,24,400,521,657,682,657,612,632,596,639,699,800,7
4838,zjohnson,wySIjDkTN11mH,CA,30,Cate School,Carpinteria,CA,Clinical Laboratory Science/Medical Technology/Technologist,Latin American Studies,2.61,2027,15,35,21,26,12,431,695,544,536,608,515,738,593,781,657,622,9
4837,scottjohn,K8bljwUO42YeP,CA,127,Chadwick School,Palos Verdes Peninsula,CA,Biology Teacher Education,Elementary and Middle School Administration/Principalship,3.05,2027,18,23,20,20,35,484,541,663,681,590,698,658,684,673,679,625,0
4836,mariegreen,SlSUci4OqQEFp04p8Sg,NY,12,Horace Mann School,Bronx,NY,"Fine Arts and Art Studies, Other",Computer Systems Networking and Telecommunications,2.80,2026,19,27,19,18,23,406,400,694,800,713,425,668,628,706,597,648,8
4835,markmarks,H6ywEqA1kV2zOq,PA,73,Germantown Friends School,Philadelphia,PA,"Business, Management, Marketing, and Related Support Services, Other","Foods, Nutrition, and Related Services, Other",2.32,2024,16,20,32,25,20,674,583,609,554,439,526,800,617,705,723,791,2
4834,fhamilton,LpOj2h746VrZVIXW0,NY,135,Saint Ann's School,Brooklyn,NY,Divinity/Ministry,Evolutionary Biology,2.94,2023,19,20,26,28,20,784,457,781,743,427,412,661,568,610,603,727,4
4833,jessicafischer,UfSv105t2Quh5cpFBd,PA,191,The Hill School,Pottstown,PA,Aquatic Biology/Limnology,Engineering Science,2.82,2028,18,19,24,16,18,581,490,736,705,593,554,620,539,771,721,800,10
4832,catherine60,1rAb8shXmZx0O6VkYv,NY,115,French-American School of New York,Mamaroneck,NY,"Ethnic, Cultural Minority, Gender, and Group Studies, Other",Accounting,2.56,2025,16,18,35,16,20,432,607,684,728,566,560,535,671,541,800,647,5
4831,daniel86,GKokDesV6tvYX4R4jj,TX,124,The Kinkaid School,Houston,TX,Aircraft Powerplant Technology/Technician,Applied Economics,3.11,2024,24,24,15,19,17,447,611,800,672,400,687,800,656,574,649,689,0
4830,cboone,sw4Pfuib,CT,139,Greenwich Academy,Greenwich,CT,Engineering/Industrial Management,Ballet,2.56,2023,17,24,26,24,20,800,421,557,781,675,641,521,400,601,800,769,8
4829,paulcarter,wr3wGdBq5F4xA,AZ,121,BASIS Tucson North,Tucson,AZ,"Foods, Nutrition, and Wellness Studies, General","Geological and Earth Sciences/Geosciences, Other",2.67,2026,15,17,15,14,22,465,565,419,683,614,517,694,535,800,400,489,4
4828,mweaver,U8JPZFiK,OR,165,Catlin Gabel School,Portland,OR,"Fine Arts and Art Studies, Other","Culinary Arts and Related Services, Other",3.20,2027,17,22,19,22,27,448,444,723,674,675,581,592,651,588,787,800,3
